2ndFlrSF,GarageArea,OverallQual,TotalBsmtSF
684.0,304.0,4.0,1104.0
0.0,240.0,6.0,814.0
0.0,500.0,6.0,1542.0
677.0,492.0,8.0,776.0
875.0,225.0,7.0,815.0
0.0,576.0,5.0,1188.0
0.0,508.0,7.0,1568.0
0.0,0.0,5.0,864.0
576.0,336.0,5.0,536.0
1121.0,746.0,7.0,700.0
518.0,210.0,4.0,686.0
0.0,216.0,4.0,656.0
698.0,384.0,6.0,698.0
0.0,834.0,9.0,1856.0
551.0,789.0,8.0,1582.0
0.0,529.0,6.0,1602.0
672.0,280.0,5.0,630.0
702.0,393.0,6.0,783.0
0.0,352.0,5.0,912.0
,420.0,6.0,1004.0
304.0,576.0,6.0,1181.0
0.0,220.0,4.0,747.0
0.0,420.0,4.0,0.0
829.0,493.0,7.0,831.0
665.0,308.0,5.0,1026.0
0.0,720.0,5.0,864.0
0.0,264.0,6.0,744.0
829.0,564.0,7.0,963.0
862.0,474.0,7.0,764.0
0.0,472.0,8.0,1476.0
1818.0,870.0,7.0,1470.0
0.0,840.0,9.0,1652.0
0.0,350.0,5.0,1276.0
,271.0,6.0,856.0
472.0,0.0,4.0,720.0
0.0,504.0,5.0,840.0
,454.0,7.0,1157.0
0.0,392.0,5.0,0.0
883.0,532.0,7.0,728.0
688.0,336.0,5.0,264.0
684.0,216.0,6.0,684.0
765.0,379.0,3.0,840.0
0.0,900.0,10.0,2006.0
625.0,528.0,7.0,625.0
0.0,757.0,8.0,1624.0
0.0,360.0,4.0,845.0
0.0,418.0,5.0,1389.0
0.0,480.0,5.0,968.0
546.0,286.0,4.0,546.0
0.0,420.0,6.0,848.0
0.0,308.0,5.0,1269.0
0.0,288.0,5.0,1092.0
795.0,539.0,7.0,795.0
0.0,283.0,4.0,952.0
716.0,0.0,4.0,736.0
0.0,504.0,5.0,1039.0
0.0,412.0,6.0,1204.0
0.0,672.0,6.0,1029.0
0.0,701.0,7.0,2158.0
0.0,328.0,5.0,985.0
0.0,880.0,8.0,3206.0
600.0,216.0,7.0,861.0
0.0,484.0,5.0,980.0
1129.0,590.0,7.0,1095.0
602.0,180.0,6.0,602.0
626.0,432.0,6.0,697.0
1028.0,836.0,8.0,1034.0
0.0,0.0,2.0,264.0
0.0,840.0,8.0,1573.0
0.0,774.0,8.0,1932.0
0.0,404.0,5.0,1075.0
0.0,280.0,5.0,882.0
,786.0,10.0,1700.0
661.0,240.0,5.0,636.0
1015.0,834.0,7.0,1379.0
1194.0,680.0,8.0,774.0
0.0,532.0,7.0,1536.0
0.0,200.0,3.0,864.0
0.0,546.0,8.0,3200.0
631.0,670.0,7.0,1434.0
1320.0,864.0,7.0,1240.0
0.0,530.0,7.0,1304.0
1060.0,878.0,8.0,1030.0
0.0,360.0,5.0,864.0
800.0,530.0,5.0,784.0
,480.0,6.0,1040.0
512.0,528.0,6.0,684.0
668.0,451.0,5.0,1052.0
0.0,576.0,5.0,1728.0
903.0,577.0,8.0,1128.0
0.0,297.0,6.0,1196.0
0.0,360.0,5.0,720.0
840.0,462.0,5.0,780.0
0.0,1134.0,8.0,2077.0
0.0,617.0,9.0,1869.0
930.0,431.0,7.0,930.0
0.0,308.0,2.0,480.0
0.0,516.0,4.0,0.0
0.0,288.0,4.0,816.0
,478.0,7.0,1271.0
830.0,451.0,6.0,936.0
1168.0,796.0,8.0,1338.0
0.0,796.0,5.0,1144.0
1611.0,621.0,5.0,612.0
605.0,312.0,6.0,972.0
0.0,624.0,5.0,970.0
0.0,513.0,7.0,2136.0
,440.0,6.0,1026.0
0.0,0.0,5.0,698.0
0.0,576.0,7.0,1533.0
0.0,660.0,5.0,720.0
0.0,530.0,7.0,1391.0
0.0,240.0,5.0,1078.0
0.0,471.0,8.0,1267.0
0.0,301.0,6.0,1442.0
940.0,0.0,5.0,940.0
0.0,644.0,7.0,1502.0
0.0,458.0,6.0,1392.0
0.0,0.0,4.0,1768.0
0.0,390.0,5.0,1624.0
0.0,301.0,6.0,958.0
0.0,600.0,5.0,894.0
0.0,402.0,6.0,1224.0
590.0,846.0,10.0,1682.0
0.0,430.0,8.0,1256.0
0.0,712.0,8.0,1732.0
728.0,390.0,6.0,728.0
0.0,539.0,6.0,655.0
0.0,240.0,5.0,1008.0
0.0,430.0,7.0,1373.0
892.0,180.0,5.0,747.0
0.0,280.0,7.0,637.0
640.0,400.0,5.0,384.0
734.0,496.0,7.0,980.0
0.0,294.0,5.0,0.0
0.0,0.0,3.0,728.0
591.0,288.0,6.0,626.0
0.0,299.0,5.0,990.0
1320.0,691.0,8.0,1117.0
0.0,420.0,6.0,848.0
672.0,300.0,6.0,672.0
0.0,676.0,6.0,1218.0
748.0,672.0,6.0,588.0
0.0,550.0,8.0,1247.0
1330.0,619.0,6.0,1330.0
0.0,482.0,8.0,1600.0
0.0,546.0,6.0,1844.0
858.0,689.0,7.0,1113.0
793.0,463.0,6.0,982.0
887.0,574.0,7.0,1050.0
0.0,0.0,4.0,630.0
0.0,530.0,7.0,1494.0
,0.0,3.0,600.0
0.0,508.0,7.0,1274.0
0.0,364.0,6.0,1156.0
0.0,528.0,6.0,660.0
702.0,393.0,7.0,783.0
793.0,550.0,7.0,793.0
0.0,0.0,6.0,816.0
0.0,555.0,7.0,1176.0
,548.0,4.0,941.0
0.0,528.0,6.0,1080.0
0.0,240.0,5.0,768.0
0.0,818.0,8.0,1694.0
0.0,765.0,8.0,1800.0
915.0,560.0,5.0,662.0
678.0,315.0,6.0,1040.0
0.0,576.0,6.0,940.0
0.0,408.0,5.0,876.0
0.0,484.0,5.0,1126.0
1332.0,872.0,8.0,1136.0
0.0,540.0,6.0,938.0
0.0,288.0,5.0,1052.0
524.0,0.0,6.0,572.0
0.0,484.0,6.0,1141.0
778.0,484.0,6.0,732.0
848.0,660.0,8.0,1004.0
0.0,0.0,6.0,520.0
720.0,513.0,5.0,624.0
0.0,576.0,7.0,1947.0
1051.0,360.0,6.0,907.0
1540.0,831.0,8.0,1142.0
0.0,484.0,7.0,1364.0
0.0,402.0,7.0,1237.0
0.0,528.0,6.0,1328.0
0.0,286.0,5.0,978.0
800.0,486.0,7.0,768.0
0.0,192.0,6.0,952.0
0.0,500.0,8.0,1660.0
0.0,1166.0,9.0,2216.0
0.0,160.0,6.0,768.0
0.0,396.0,7.0,1340.0
0.0,480.0,6.0,1610.0
1259.0,600.0,5.0,1361.0
0.0,438.0,7.0,1248.0
0.0,288.0,6.0,912.0
,472.0,6.0,943.0
0.0,1356.0,4.0,1249.0
884.0,180.0,6.0,1028.0
0.0,456.0,5.0,1144.0
672.0,281.0,5.0,793.0
0.0,472.0,6.0,1516.0
0.0,675.0,7.0,1498.0
1157.0,560.0,6.0,804.0
728.0,440.0,7.0,728.0
1196.0,349.0,7.0,1032.0
0.0,708.0,9.0,1896.0
0.0,474.0,7.0,1368.0
908.0,588.0,7.0,873.0
1237.0,858.0,9.0,1452.0
551.0,312.0,5.0,720.0
,604.0,7.0,1845.0
900.0,577.0,7.0,1190.0
914.0,546.0,6.0,794.0
0.0,436.0,7.0,1302.0
0.0,542.0,8.0,2524.0
534.0,338.0,4.0,840.0
862.0,474.0,7.0,764.0
299.0,240.0,5.0,735.0
,588.0,8.0,1518.0
592.0,240.0,7.0,1040.0
0.0,598.0,7.0,1649.0
895.0,432.0,6.0,854.0
650.0,324.0,7.0,650.0
0.0,564.0,8.0,1742.0
564.0,280.0,5.0,686.0
0.0,528.0,6.0,816.0
988.0,506.0,8.0,908.0
403.0,240.0,6.0,940.0
0.0,377.0,6.0,992.0
1103.0,552.0,8.0,832.0
0.0,534.0,8.0,1777.0
1081.0,434.0,7.0,847.0
0.0,336.0,5.0,1051.0
601.0,440.0,6.0,855.0
817.0,431.0,7.0,798.0
0.0,880.0,8.0,1868.0
0.0,665.0,8.0,1565.0
860.0,663.0,7.0,814.0
0.0,0.0,5.0,974.0
898.0,586.0,8.0,1065.0
1017.0,678.0,7.0,1080.0
0.0,500.0,7.0,1424.0
,720.0,5.0,1120.0
687.0,240.0,7.0,1026.0
741.0,583.0,6.0,689.0
1312.0,666.0,8.0,1234.0
240.0,0.0,5.0,780.0
679.0,779.0,4.0,1095.0
0.0,0.0,1.0,683.0
709.0,490.0,7.0,673.0
1518.0,840.0,10.0,1107.0
1032.0,205.0,6.0,1008.0
766.0,373.0,6.0,806.0
0.0,739.0,7.0,1643.0
0.0,304.0,5.0,1056.0
272.0,392.0,5.0,784.0
0.0,504.0,6.0,1362.0
0.0,420.0,6.0,848.0
0.0,527.0,7.0,1454.0
,628.0,7.0,1208.0
370.0,566.0,5.0,796.0
0.0,691.0,8.0,1986.0
1093.0,983.0,7.0,1311.0
0.0,626.0,7.0,1314.0
739.0,380.0,7.0,970.0
546.0,0.0,6.0,672.0
1440.0,0.0,6.0,1440.0
0.0,0.0,5.0,1200.0
0.0,297.0,5.0,912.0
1872.0,832.0,10.0,2444.0
854.0,548.0,7.0,856.0
1140.0,656.0,8.0,1181.0
704.0,234.0,7.0,704.0
0.0,528.0,5.0,1466.0
0.0,292.0,6.0,1383.0
0.0,410.0,5.0,0.0
0.0,576.0,5.0,990.0
728.0,240.0,7.0,918.0
1020.0,440.0,6.0,1020.0
685.0,550.0,7.0,539.0
743.0,541.0,8.0,1683.0
1020.0,576.0,6.0,952.0
567.0,240.0,4.0,672.0
600.0,480.0,7.0,600.0
672.0,468.0,5.0,672.0
828.0,500.0,7.0,840.0
0.0,400.0,3.0,0.0
0.0,576.0,5.0,900.0
0.0,812.0,5.0,1559.0
0.0,248.0,4.0,864.0
,264.0,6.0,923.0
0.0,782.0,7.0,1552.0
,642.0,7.0,756.0
0.0,440.0,5.0,1461.0
504.0,264.0,6.0,483.0
0.0,521.0,6.0,1200.0
568.0,281.0,5.0,768.0
0.0,336.0,5.0,894.0
0.0,336.0,5.0,0.0
0.0,528.0,7.0,1053.0
0.0,576.0,5.0,1063.0
0.0,459.0,4.0,1051.0
1306.0,721.0,7.0,1203.0
0.0,297.0,6.0,1215.0
1323.0,844.0,8.0,1165.0
600.0,480.0,7.0,600.0
0.0,560.0,5.0,1728.0
808.0,480.0,7.0,576.0
985.0,870.0,8.0,1396.0
730.0,457.0,7.0,996.0
843.0,562.0,7.0,813.0
1414.0,792.0,7.0,1264.0
0.0,528.0,4.0,864.0
0.0,234.0,4.0,672.0
0.0,564.0,5.0,1164.0
,440.0,6.0,1078.0
0.0,550.0,7.0,1710.0
0.0,502.0,5.0,1219.0
0.0,400.0,8.0,1273.0
472.0,576.0,5.0,927.0
0.0,766.0,7.0,1907.0
0.0,0.0,5.0,1008.0
0.0,0.0,5.0,0.0
983.0,484.0,7.0,1107.0
0.0,461.0,5.0,1214.0
0.0,454.0,5.0,1763.0
0.0,808.0,8.0,1616.0
0.0,627.0,8.0,1554.0
1243.0,642.0,7.0,964.0
0.0,0.0,4.0,796.0
840.0,308.0,6.0,840.0
0.0,420.0,6.0,848.0
0.0,528.0,5.0,1142.0
0.0,564.0,6.0,1602.0
0.0,564.0,9.0,1684.0
0.0,888.0,8.0,2000.0
0.0,834.0,7.0,1616.0
573.0,531.0,8.0,1299.0
534.0,225.0,5.0,1042.0
807.0,575.0,7.0,807.0
0.0,276.0,5.0,876.0
0.0,620.0,8.0,1844.0
0.0,528.0,6.0,1258.0
0.0,500.0,8.0,1260.0
0.0,866.0,8.0,1626.0
,440.0,6.0,855.0
707.0,403.0,8.0,707.0
0.0,478.0,7.0,1504.0
0.0,690.0,7.0,1670.0
651.0,518.0,7.0,1192.0
0.0,440.0,6.0,1069.0
0.0,525.0,6.0,547.0
0.0,995.0,5.0,1572.0
561.0,456.0,5.0,1088.0
0.0,0.0,4.0,882.0
0.0,676.0,9.0,1922.0
0.0,352.0,5.0,780.0
580.0,300.0,5.0,533.0
0.0,430.0,7.0,1530.0
0.0,0.0,5.0,833.0
504.0,308.0,3.0,649.0
0.0,260.0,5.0,1040.0
1362.0,1052.0,8.0,1466.0
220.0,288.0,6.0,1032.0
0.0,305.0,5.0,1246.0
0.0,180.0,6.0,884.0
686.0,416.0,5.0,686.0
0.0,288.0,5.0,832.0
